MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,ZipCode,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
VAFX1142730,RES,Active,,34,34,07/29/2020,,,,"$1,295,000","$1,295,000",,6310,,Windpatterns,,Fairfax Station,VA,1207,FAIRFAXVA,,,,THE PATTERNS,James P Feagins,13052,RE/MAX Allegiance,RMAX129,(703) 250-8500,,,,,,,,,,,10880,2020,5.04,132,FeeSimple,No,No,Yes,Annually,500,Annually,1978,5474,,5,4,1,Three,"Colonial,French","Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,4272,1202,,,
MDMC714178,RES,Active,,41,41,07/24/2020,,,,"$245,000","$245,000",,12907,,Churchill Ridge,12,Germantown,MD,3888,MONTGOMERYMD,,,,CHURCHILL VIEW,Christine Nieva,3106029,Deausen Realty,DEAU1,(301) 299-4074,,,,,,,,,,,2147,2019,,011,Condominium,No,Yes,No,,,,1992,1500,,3,2,,One,Other,Main,4,No,,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1500,0,,,
MDMC717206,RES,Active,,64,117,07/21/2020,,,,"$1,795,000","$1,795,000",,13801,,Longacres Preserve,,Potomac,MD,6022,MONTGOMERYMD,,,,LONGACRES PRESERVE,Herbert Wechsler,5894,Herbert Homes,HHW1,(301) 840-1417,,,,,,,,,,,21278,2020,2.01,,FeeSimple,No,No,Yes,Annually,2610,Annually,2006,10259,VeryGood,7,5,3,Three,Colonial,"Lower1,Main,Upper1",,Yes,4,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,7259,3000,VeryGood,,
VAAR166316,RES,Active,,74,74,07/20/2020,,,,"$635,000","$599,000",,1805,,Crystal,205S,Arlington,VA,4402,ARLINGTONVA,,,,CRYSTAL PARK S,Mimoza Puce,3010696,"Long & Foster Real Estate, Inc.",LNG78,(703) 437-3800,,,,,,,,,,,4777,2020,,004,Condominium,No,Yes,No,,,,1984,1116,Good,2,2,,One,Contemporary,Main,2,No,1,No,"DryerInUnit,Hookup,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,1116,0,Good,,
VAAR166338,RES,Active,,71,71,07/23/2020,,,,"$540,000","$504,999",,2100,,Lee,309,Arlington,VA,3557,ARLINGTONVA,,,,ASTORIA CONDOMINIUM,Daniel A Bernstein,3052438,"EXP Realty, LLC.",EXPY1,(866) 825-7169,,,,,,,,,,,4731,2020,,004,Condominium,No,Yes,No,,,,1987,1037,,2,2,,One,Traditional,Main,3,No,1,No,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1037,0,,,
DCDC477194,RES,Active,,74,74,07/20/2020,,,,"$2,100,000","$2,600,000",,404,E,Capitol,,Washington,DC,3811,WASHINGTONDC,,,,CAPITOL HILL,Carol E Howell,3058,RE/MAX Allegiance,RMAX17,(202) 338-8900,,,,,,,,,,,11081,2019,0.04,,FeeSimple,No,No,No,,,,1900,2658,Average,6,5,,Three,Federal,Main,,Yes,,,,,,No,No,No,,,,,2,0,,BRIGHT,2658,0,Average,,
DCDC477922,RES,Active,,49,49,07/20/2020,,,,"$2,150,000","$2,150,000",,3323,,Reservoir,,Washington,DC,2312,WASHINGTONDC,,,,GEORGETOWN,Stephen C Vardas,11302,"Long & Foster Real Estate, Inc.",LNG42,(202) 944-8400,,,,,,,,,,,11870,2019,0.04,,FeeSimple,No,No,No,,,,1951,2494,Excellent,3,3,1,ThreeandaHalf,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,LowFlrLndry,,,Yes,No,No,,,,,3,3,,BRIGHT,1992,502,Excellent,,
VAFX1142716,RES,Active,,71,71,07/23/2020,,,,"$1,450,000","$1,349,900",,2321,,Chestnut Hill,,Falls Church,VA,2924,FAIRFAXVA,,,,NONE AVAILABLE,ROBERT D DILLARD,3044803,Keller Williams Capital Properties,KWCP3,(703) 964-1290,,,,,,,,,,,12841,2020,0.49,132,FeeSimple,No,No,No,,,,1997,4554,,5,3,1,Three,Victorian,"Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,4554,0,,,
VALO416600,RES,Active,,75,75,07/19/2020,,,,"$499,900","$489,000",,20566,,Milbridge,95,Ashburn,VA,,LOUDOUNVA,,,,ONE LOUDOUN,Kamal Singh,120301,Keller Williams Realty Dulles,KWR77,(571) 313-5831,,,,,,,,,,,4399,2020,,,Other,No,Yes,No,,,,2017,1524,,3,2,1,Two,Contemporary,"Main,Upper1",1,No,1,No,,,,Yes,No,No,,,,,3,,,BRIGHT,1524,,,,
MDPG574974,RES,Active,,75,75,07/19/2020,,,,"$169,990","$169,990",,7701,,Arehart,1307,New Carrollton,MD,4163,PRINCEGEORGESMD,,,,FRENCHMANS CREEK,Rasheed B Awokoya,126845,Samson Properties,SAMP20,(443) 542-2251,,,,,,,,,,,1832,2019,,011,Condominium,No,Yes,Yes,Monthly,0,Monthly,1964,1139,,3,2,,One,CondoUnit,Main,1,No,,,,,,No,No,No,,,,,2.5,0,,BRIGHT,1139,0,,,
VAFX1142644,RES,Active,,75,75,07/19/2020,,,,"$995,000","$995,000",,1143,,Bob O Link,,Great Falls,VA,1823,FAIRFAXVA,,,,MILL RUN ACRES,Marilyn K Brennan,19801,"Long & Foster Real Estate, Inc.",LNG78,(703) 437-3800,,,,,,,,,,,9420,2020,1.5,132,FeeSimple,No,No,No,,,,1955,3055,,4,3,,Three,"Colonial,SplitFoyer,Transitional","Lower1,Lower2,Main",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,3055,0,,,
MDMC717058,RES,Active,,75,75,07/19/2020,,,,"$485,000","$485,000",,22551,,Clarksburg,,Clarksburg,MD,6346,MONTGOMERYMD,,,,CABIN BRANCH,Sebastian alexis mieses,3304427,Fairfax Realty Premier,FXR3,(301) 439-9500,,,,,,,,,,,4906,2019,0.05,011,FeeSimple,No,No,Yes,Monthly,90.16,Monthly,2014,2292,Excellent,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,No,2,No,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1992,300,Excellent,,
MDPG574772,RES,Active,,14,14,07/19/2020,,,,"$217,500","$231,000",,2721,,Wood Hollow,,Fort Washington,MD,,PRINCEGEORGESMD,,,,ROSEDALE ESTATES,David Edward Pugh,3298680,Keller Williams Flagship of Maryland,KWF1,(410) 729-7700,,,,,,,,,,,1619.13,2020,,,Condominium,No,Yes,No,,,,1977,1899,,3,1,1,Two,AFrame,Main,,Yes,,,,,9,No,No,No,,,,,2.5,0,,BRIGHT,1899,,,,
DCDC478102,RES,Active,,75,75,07/19/2020,,,,"$1,124,000","$1,099,000",,2853,,Ontario,101,Washington,DC,2224,WASHINGTONDC,,,,LANIER HEIGHTS,Kelly W Williams,10457,TTR Sotheby's International Realty,TTRS5,(202) 234-3344,,,,,,,,,,,336685,2019,,,Cooperative,No,Yes,No,,,,1905,1813,Good,3,2,,One,"BeauxArts,CondoUnit",Main,1,No,,,LowFlrLndry,,,No,No,No,,,,,3,0,,BRIGHT,1813,0,Good,,
MDPG574960,RES,Active,,75,75,07/19/2020,,,,"$149,900","$99,000",,7804,,Hanover,284,Greenbelt,MD,2618,PRINCEGEORGESMD,,,,GREENBRIAR CONDO PHASE I,LaLea D Swann,83861,KW Metro Center,KWR9,(703) 564-4000,,,,,,,,,,,1584,2019,,011,Condominium,No,Yes,No,,,,1975,922,,1,1,,One,Contemporary,Main,1,No,,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,922,0,,,
MDPG574720,RES,Active,,49,49,08/07/2020,,,,"$350,000","$339,000",,400,,70Th,,Capitol Heights,MD,2234,PRINCEGEORGESMD,,,,SEAT PLEASANT HEIGHTS,Russell Carter,3101351,Keller Williams Capital Properties,KWCP1,(202) 243-7700,,,,,,,,,,,3444,2019,0.11,011,FeeSimple,No,No,No,,,,1941,996,,6,3,,Three,Contemporary,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,996,0,,,
VAFX1142608,RES,Active,,55,55,08/08/2020,,,,"$485,000","$472,000",,13676,,Endeavour,19G,Herndon,VA,4108,FAIRFAXVA,,,,DISCOVERY SQUARE,Jeddie R Busch,3025817,Coldwell Banker Realty,CBRB47,(703) 471-7220,,,,,,,,,,,5032,2020,,075,Condominium,No,Yes,No,,,,2014,1522,VeryGood,3,2,1,Two,Traditional,"Main,Upper1",,No,1,No,UpprFlrLndry,,,Yes,No,No,Matisse,,,,2.5,,,BRIGHT,1522,0,VeryGood,,
MDMC716644,RES,Active,,75,75,07/19/2020,,,,"$320,000","$310,000",,15107,,Interlachen,2-501,Silver Spring,MD,5625,MONTGOMERYMD,,,,LEISURE WORLD,Janice M Fife,2386,"Weichert, REALTORS",WEI28,(301) 681-0550,,,,,,,,,,,3225,2019,,011,Condominium,Yes,Yes,No,,,,1984,1593,VeryGood,3,2,1,One,Traditional,Main,5,No,1,,,,,Yes,No,No,LL,,,,3,3,,BRIGHT,1593,0,VeryGood,,
VAFX1142588,RES,Active,,76,76,07/18/2020,,,,"$2,148,000","$2,148,000",,313,,George,,Vienna,VA,6709,FAIRFAXVA,,,,VIENNA WOODS,Ashton A Vessali,11172,Compass,COMPS5,(703) 310-6111,,,,,,,,,,,5073,2020,0.27,132,FeeSimple,No,No,No,,,,2020,7622,Excellent,6,6,2,Four,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,MainFlrLndry,,,Yes,No,Yes,,,,,3,,,BRIGHT,5593,2029,Excellent,,92
MDPG574948,RES,Active,,30,30,07/22/2020,,,,"$274,900","$274,900",,5706,,Davey,,Capitol Heights,MD,2037,PRINCEGEORGESMD,,,,MARYLAND PARK,XiaoFang Zou,3110959,"IMG REALTY, LLC",IMGR1,(703) 288-3128,,,,,,,,,,,2061,2019,0.09,011,FeeSimple,No,No,No,,,,1929,876,,3,2,,Two,Rancher,"Lower1,Main",,Yes,,,BsmtLaundry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,876,0,,,
VAAR166288,RES,Active,,76,76,07/18/2020,,,,"$380,000","$380,000",,900,N,Taylor,2017,Arlington,VA,1895,ARLINGTONVA,,,,THE JEFFERSON - Sunrise Senior Living,Roxanne Y Southern,3108515,Jefferson Realty,JEFFR1,(703) 741-7562,,,,,,,,,,,3467,2020,,004,Condominium,Yes,Yes,No,,,,1992,1415,,2,2,,One,Traditional,Main,20,No,275,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1415,0,,,
VAAX247030,RES,Active,,71,71,07/23/2020,,,,"$1,225,000","$1,190,000",,3731,,Duke,,Alexandria,VA,6362,ALEXANDRIACITYVA,,,,SEMINARY HILLS,Janneth Ivana Caballero,3290965,KW Metro Center,KWR19,(703) 535-3610,,,,,,,,,,,11194,2019,0.19,022,FeeSimple,No,No,No,,,,2018,4547,Excellent,6,4,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,3,,,BRIGHT,3114,1433,Excellent,,100
DCDC478044,RES,Active,,37,37,07/28/2020,,,,"$690,000","$679,900",,1300,,N,705,Washington,DC,3692,WASHINGTONDC,,,,LOGAN CIRCLE,Vincent E Hurteau,9278,"Continental Properties, Ltd.",CPRE1,(202) 966-0019,,,,,,,,,,,4825,2019,,,Condominium,No,Yes,No,,,,2004,1006,,2,2,,One,Contemporary,Main,7,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,3,3,,BRIGHT,1006,0,,,
VAFX1142416,RES,Active,,72,72,07/22/2020,,,,"$1,595,000","$1,595,000",,9370,,Mount Vernon,,Alexandria,VA,3219,FAIRFAXVA,,,,MT VERNON ON THE POTOMAC,Phyllis G Patterson,17876,TTR Sotheby's International Realty,TTRS6,(703) 310-6800,,,,,,,,,,,17708,2020,0.56,132,FeeSimple,No,No,Yes,Annually,1500,Annually,1984,8628,VeryGood,5,4,1,Four,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,12,Yes,MainFlrLndry,,,Yes,No,No,,,,,3,,,BRIGHT,6483,2145,VeryGood,,
DCDC478024,RES,Active,,46,46,07/18/2020,,,,"$379,000","$379,000",,3113,,20Th,,Washington,DC,2803,WASHINGTONDC,,,,RANDLE HEIGHTS,Wyvongela A Watson,56239,RE/MAX Allegiance,RMAX20,(202) 547-5600,,,,,,,,,,,710,2019,0.05,,FeeSimple,No,No,No,,,,1910,1090,"Good,Average",3,1,1,Two,"FarmhouseNationalFolk,Federal","Main,Upper1",,No,,,Hookup,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1090,0,"Good,Average",,
VAAR165522,RES,Active,,72,72,07/22/2020,,,,"$620,000","$599,000",,880,N,Pollard,701,Arlington,VA,1748,ARLINGTONVA,,,,BALLSTON 880,Peter S Kim,145414,Bethesda Realty Group LLC,BREG1,(301) 230-3200,,,,,,,,,,,5422,2020,,004,Condominium,No,Yes,No,,,,2000,970,Excellent,2,2,,One,Contemporary,Main,7,No,2,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,970,0,Excellent,,
VAAR166278,RES,Active,,76,272,07/18/2020,,,,"$324,900","$324,900",,900,,Taylor,2105,Arlington,VA,,ARLINGTONVA,,,,THE JEFFERSON - Sunrise Senior Living,Roxanne Y Southern,3108515,Jefferson Realty,JEFFR1,(703) 741-7562,,,,,,,,,,,967,2020,,,Condominium,Yes,Yes,No,,,,1992,1438,,2,2,0,One,Traditional,Main,21,No,,No,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1438,,,,
DCDC476866,RES,Active,,50,50,08/07/2020,,,,"$1,275,000","$1,195,000",,718,,L,,Washington,DC,3639,WASHINGTONDC,,,,OLD CITY #1,Ellen Klein,3022398,RLAH Real Estate,RLAH2,(202) 518-8781,,,,,,,,,,,1356,2019,0.03,,FeeSimple,No,No,No,,,,1900,1400,,4,3,1,Three,Federal,"Lower1,Main,Upper1",,Yes,,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1400,0,,,100
VAFX1142496,RES,Active,,27,27,07/24/2020,,,,"$410,000","$407,900",,7137,N,Cold Spring,,Alexandria,VA,3500,FAIRFAXVA,,,,NONE AVAILABLE,Richard G Natee,124122,"Spring Hill Real Estate, LLC.",SHIL1,(703) 891-4520,,,,,,,,,,,3947,2020,0.03,147,FeeSimple,No,No,Yes,Quarterly,219,Quarterly,1988,1278,VeryGood,3,2,1,Two,Colonial,"Main,Upper1",,No,,Yes,"DryerInUnit,UpprFlrLndry,WasherInUnit",,3,No,No,No,,,,,2.5,,,BRIGHT,1278,0,VeryGood,,
MDMC716834,RES,Active,,77,77,07/17/2020,,,,"$295,000","$295,000",,3310,N,Leisure World,502-6,Silver Spring,MD,5663,MONTGOMERYMD,,,,LEISURE WORLD,Anthony M Shore,99853,"Expert Realty, LLC.",LAYR1,(301) 661-5222,,,,,,,,,,,2406,2019,,011,FeeSimple,Yes,Yes,No,,,,1993,1420,,2,2,,Seven,Other,Main,5,No,1,,,,,Yes,No,No,,,,,3,3,,BRIGHT,1420,0,,,
DCDC477896,RES,Active,,77,77,07/17/2020,,,,"$4,495,000","$4,495,000",,3317,,Prospect,,Washington,DC,3217,WASHINGTONDC,,,,GEORGETOWN,Nancy W Taylor Bubes,5600,"Washington Fine Properties, LLC",WFP3,(202) 333-3320,,,,,,,,,,,35148,2019,0.05,,FeeSimple,No,No,Yes,Monthly,550,Monthly,2015,4375,,5,4,2,Five,Victorian,"Lower1,Main,Upper1,Upper2",,Yes,2,,,,,Yes,No,No,,,,,2.75,2.75,,BRIGHT,3435,940,,,
MDPG574852,RES,Active,,20,20,07/17/2020,,,,"$429,900","$429,900",,5932,E,Boniwood,,Clinton,MD,4811,PRINCEGEORGESMD,,,,BONIWOOD PLAT 1,Hameedullah Virk,97032,Samson Properties,SAMP4,(703) 378-8810,,,,,,,,,,,4193,2019,0.17,011,FeeSimple,No,No,No,,,,1990,3016,,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,No,BsmtLaundry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2016,1000,,,
VALO416494,RES,Active,,56,56,07/17/2020,,,,"$295,000","$295,000",,44156,,Natalie,201,Ashburn,VA,3979,LOUDOUNVA,,,,LAKESHORE CONDO,Dennis M Virts,19783,RE/MAX Select Properties,RMAX32,(703) 858-9108,,,,,,,,,,,2645,2020,,,Condominium,No,Yes,Yes,Monthly,98.31,Monthly,1992,1221,,2,2,,One,Other,Main,2,No,,Yes,,,,Yes,No,No,,,,,3,,,BRIGHT,1221,0,,,
MDMC716958,RES,Active,,73,73,07/21/2020,,,,"$449,900","$449,900",,21524,,Laytonsville,,Gaithersburg,MD,1624,MONTGOMERYMD,,,,LAYTONSVILLE TOWN,Adam J Virkus,74768,"RE/MAX Realty Centre, Inc.",RRC1,(301) 774-5900,,,,,,,,,,,4423,2019,0.62,011,FeeSimple,No,No,No,,,,1900,2003,,3,2,,Three,Victorian,Main,,Yes,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,2003,0,,,
DCDC477952,RES,Active,,50,50,08/07/2020,,,,"$1,250,000","$1,250,000",,3201,,O,,Washington,DC,2315,WASHINGTONDC,,,,HILL CREST,Adam Q Carpenter,3114651,Keller Williams Flagship of Maryland,KWF1,(410) 729-7700,,,,,,,,,,,2428,2019,0.32,,FeeSimple,No,No,No,,,,1953,4281,,6,4,2,Three,"Colonial,Rancher,Traditional","Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2587,1694,,,
DCDC477768,RES,Active,,37,102,07/17/2020,,,,"$455,800","$490,000",,1518,,W,,Washington,DC,4816,WASHINGTONDC,,,,ANACOSTIA,Thomas R Caviness,56327,Taylor Properties,TAYL1,(301) 970-2447,,,,,,,,,,,9255,2019,0.06,,FeeSimple,No,No,No,,,,1905,1646,,2,1,1,Two,AFrame,"Main,Upper1",,No,,No,,,,Yes,No,Yes,,,,,1,1,,BRIGHT,1262,384,,,
MDMC716942,RES,Active,,77,77,07/17/2020,,,,"$294,000","$289,500",,10412,,Montrose,M-203,Bethesda,MD,4140,MONTGOMERYMD,,,,PARKSIDE,John B Glacken,3300880,Market Real Estate,SGS1,(301) 384-1222,,,,,,,,,,,2700,2019,,011,Condominium,No,Yes,No,,,,1960,974,,2,1,,Two,Traditional,Main,2,No,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,974,0,,,
DCDC477734,RES,Active,,65,65,07/29/2020,,,,"$730,000","$680,000",,1615,,Q,T5,Washington,DC,6310,WASHINGTONDC,,,,DUPONT,Conor Sullivan,3008087,KW Metro Center,KWR17,(703) 224-6000,,,,,,,,,,,4792,2019,,,Condominium,No,Yes,No,,,,1895,970,Excellent,2,1,,Two,BeauxArts,"Main,Upper1",1,No,,No,"DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,,,,,2.5,0,,BRIGHT,970,0,Excellent,,
VAFX1142372,RES,Active,,74,74,07/17/2020,,,,"$869,900","$843,500",,6420,,Guard Mount,,Centreville,VA,2393,FAIRFAXVA,,,,CENTRE RIDGE,Lymaris Lee Hosage,3278183,"Federated Realty, LLC",FEDRT1,(866) 581-8268,,,,,,,,,,,7781,2020,0.25,132,FeeSimple,No,No,Yes,Quarterly,188,Quarterly,1995,5300,,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,3810,1490,,,
VAFX1141946,RES,Active,,49,49,08/14/2020,,,,"$3,900,000","$3,900,000",,7716,,Georgetown,,Mclean,VA,1431,FAIRFAXVA,,,,NONE AVAILABLE,Karen A Briscoe,76661,Keller Williams Realty,KWR21,(703) 636-7300,,,,,,,,,,,14900,2020,1.9,151,FeeSimple,No,No,No,,,,2021,6119,Excellent,5,5,3,Three,Transitional,"Lower1,Main,Upper1",,Yes,3,Yes,UpprFlrLndry,,,Yes,No,Yes,,,,,3,,,BRIGHT,6119,,Excellent,,
DCDC477916,RES,Active,,57,57,07/17/2020,,,,"$738,000","$719,900",,800,,Kennedy,5,Washington,DC,2914,WASHINGTONDC,,,,PETWORTH,Walter S Bowman,3068169,Keller Williams Capital Properties,KWCP1,(202) 243-7700,,,,,,,,,,,4388,2019,,,Condominium,No,Yes,No,,,,1914,1230,,2,2,1,Two,"Other,SplitLevel","Main,Upper1",4,No,,,,,,No,No,No,,,,,3,0,,BRIGHT,1230,0,,,
DCDC477898,RES,Active,,77,77,07/17/2020,,,,"$415,000","$415,000",,5131,,Hanna,,Washington,DC,5826,WASHINGTONDC,,,,NONE AVAILABLE,Dilip K Kinra,95413,"D N K Real Estate, LLC",DNK1,(301) 515-0766,,,,,,,,,,,2338,2019,0.08,,FeeSimple,No,No,No,,,,1947,2232,,6,3,,Three,Traditional,"Lower1,Main,Upper1",,Yes,,,,,,No,No,No,,,,,2.5,0,,BRIGHT,1620,612,,,
VAPW500030,RES,Active,,77,77,07/17/2020,,,,"$418,990","$438,990",,0,,Englewood Farms,,Manassas,VA,,PRINCEWILLIAMVA,,,,BRADLEY SQUARE,Martin K Alloy,1082,SMC Real Estate Corp.,SMC1,(571) 999-7039,,,,,,,,,,,0,2020,0,,FeeSimple,No,No,Yes,Monthly,83,Monthly,2020,2354,,3,2,2,Three,Contemporary,"Lower1,Main,Upper1",,Yes,1,No,,,,Yes,No,Yes,THE CALEY,,,,1.25,,,BRIGHT,2354,,,,
VAPW500028,RES,Active,,77,77,07/17/2020,,,,"$387,990","$408,990",,0,,Englewood Farms,,Manassas,VA,,PRINCEWILLIAMVA,,,,BRADLEY SQUARE,Martin K Alloy,1082,SMC Real Estate Corp.,SMC1,(571) 999-7039,,,,,,,,,,,0,2020,0,,FeeSimple,No,No,Yes,Monthly,83,Monthly,2019,1917,,2,2,1,Three,Contemporary,"Lower1,Main,Upper1",,Yes,1,No,,,,Yes,No,Yes,THE ARMFIELD,,,,1.25,,,BRIGHT,1917,,,,
MDMC715018,RES,Active,,77,77,07/17/2020,,,,"$2,500,000","$2,500,000",,4521,,Wetherill,,Bethesda,MD,1836,MONTGOMERYMD,,,,WESTMORELAND HILLS,Mark D McFadden,18377,Compass,COMPS4,(202) 448-9002,,,,,,,,,,,20080,2019,0.41,011,FeeSimple,No,No,No,,,,1934,4184,,4,4,1,Four,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,,,,Yes,No,No,,,,,3,3,,BRIGHT,3684,500,,,
DCDC477824,RES,Active,,77,77,07/17/2020,,,,"$6,700,000","$6,700,000",,2100,,Dunmore,,Washington,DC,1106,WASHINGTONDC,,,,PHILLIPS PARK,Michael W Rankin,10391,TTR Sotheby's International Realty,TTRS2,(202) 333-1212,,,,,,,,,,,39922,2019,0.22,,FeeSimple,No,No,Yes,Monthly,420,Monthly,2010,9100,,5,5,2,Four,Traditional,"Lower1,Main,Upper1,Upper2",,Yes,4,Yes,,,,Yes,No,No,,,,,3,3,,BRIGHT,6700,2400,,,
DCDC475544,RES,Active,,77,77,07/17/2020,,,,"$1,375,000","$1,299,000",,1529,,Q,4,Washington,DC,3861,WASHINGTONDC,,,,DUPONT CIRCLE,Jeffrey M Jackson,9366,RLAH Real Estate,RLAH2,(202) 518-8781,,,,,,,,,,,7404,2019,,,Condominium,No,Yes,No,,,,1900,1550,,2,2,,Two,Victorian,Main,,No,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1550,0,,,
VAFX1142332,RES,Active,,63,63,07/31/2020,,,,"$1,649,900","$1,549,900",,1295,,Scotts Run,,Mclean,VA,,FAIRFAXVA,,,,PRESERVE AT SCOTTS RUN,Wendy D Powers,73466,"Realty Direct, Inc.",RLTD1,(703) 963-6212,,,,,,,,,,,14702,2020,0.88,,FeeSimple,No,No,Yes,Monthly,137,Monthly,2013,5000,Excellent,6,5,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,3700,1300,Excellent,,
DCDC476402,RES,Active,,60,60,07/17/2020,,,,"$1,300,000","$1,250,000",,2110,,O,4,Washington,DC,1000,WASHINGTONDC,,,,DUPONT WEST,Heidi E Hatfield,9819,"Washington Fine Properties, LLC",WFP1,(202) 944-5000,,,,,,,,,,,9220,2019,,,Condominium,No,Yes,No,,,,1908,2000,,3,3,1,Two,"Bilevel,CondoUnit","Main,Upper1",2,No,,Yes,"DryerInUnit,MainFlrLndry,WasherInUnit",,,Yes,No,No,,,,,3,3,,BRIGHT,2000,0,,,
MDMC716236,RES,Active,,77,77,07/17/2020,,,,"$2,585,000","$2,585,000",,8111,,River,153,Bethesda,MD,2747,MONTGOMERYMD,,,,QUARRY SPRINGS,Nancy S Itteilag,3129,"Washington Fine Properties, LLC",WFP1,(202) 944-5000,,,,,,,,,,,26569,2019,,011,Condominium,No,Yes,No,,,,2015,3689,Excellent,3,3,1,One,Contemporary,Main,5,No,2,Yes,"DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,Adams,,,,2.5,2.5,,BRIGHT,3689,0,Excellent,,
DCDC477130,RES,Active,,18,18,07/28/2020,,,,"$325,000","$325,000",,456,,Mellon,,Washington,DC,2617,WASHINGTONDC,,,,CONGRESS HEIGHTS,Kay Lee,16956,"Lee Group Real Estate, LLC",LEER1,(703) 362-9913,,,,,,,,,,,2099,2019,0.09,,FeeSimple,No,No,No,,,,1935,1233,VeryGood,2,1,,OneandaHalf,Rancher,"Main,Upper1",,No,1,Yes,MainFlrLndry,,5,No,No,No,,,,,3,3,,BRIGHT,1233,0,VeryGood,,
VAAX248188,RES,Active,,77,77,07/17/2020,,,,"$1,695,000","$1,695,000",,810,,Enderby,,Alexandria,VA,2224,ALEXANDRIACITYVA,,,,BEVERLEY HILLS,Sue S Goodhart,17406,Compass,COMPS8,(703) 277-2152,,,,,,,,,,,8401,2020,0.17,022,FeeSimple,No,No,No,,,,1938,3485,,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,UpprFlrLndry,,,Yes,No,Yes,,,,,2.5,,,BRIGHT,2835,650,,,
